0.025273, 0.050945, 0.084322, 0.118253, 0.159011, 0.198757, 0.235300, 0.262246, 0.290111, 0.318494, 0.343386, 0.368782, 0.396107, 0.424131, 0.454264, 0.488909, 0.991064, 0.994821, 0.996854, 0.000000, 
0.023750, 0.048969, 0.071307, 0.096214, 0.121476, 0.151841, 0.184922, 0.220101, 0.256366, 0.293759, 0.325603, 0.355035, 0.381022, 0.404459, 0.430389, 0.455101, 0.481955, 0.521949, 0.995162, 0.000000, 
0.032666, 0.061383, 0.086630, 0.113432, 0.144149, 0.177703, 0.211497, 0.241701, 0.271786, 0.302041, 0.332365, 0.364449, 0.394892, 0.420806, 0.448139, 0.476035, 0.957284, 0.980189, 0.988120, 0.000000, 
0.055693, 0.117468, 0.191566, 0.268246, 0.342176, 0.450849, 0.511908, 0.530941, 0.550822, 0.576114, 0.598135, 0.620129, 0.642795, 0.664586, 0.687288, 0.706153, 0.726140, 0.981321, 0.992194, 0.000000, 
0.034374, 0.072477, 0.111246, 0.153551, 0.202416, 0.243625, 0.296609, 0.368629, 0.477765, 0.557270, 0.649728, 0.701243, 0.720410, 0.743906, 0.765540, 0.787378, 0.809288, 0.827530, 0.991210, 0.000000, 
0.027976, 0.057967, 0.087467, 0.118409, 0.152407, 0.193592, 0.233190, 0.281185, 0.325003, 0.370819, 0.413982, 0.454991, 0.493612, 0.639178, 0.674304, 0.712516, 0.748290, 0.783264, 0.814452, 0.000000, 
0.068667, 0.134512, 0.214750, 0.310874, 0.418744, 0.509178, 0.528079, 0.545708, 0.567089, 0.589899, 0.611544, 0.631364, 0.652413, 0.674478, 0.694693, 0.712462, 0.731503, 0.982213, 0.992619, 0.000000, 
0.078607, 0.140702, 0.211072, 0.277882, 0.348327, 0.435820, 0.504997, 0.525144, 0.548203, 0.570924, 0.592170, 0.612872, 0.634193, 0.658050, 0.676488, 0.695884, 0.714021, 0.981299, 0.992345, 0.000000, 
0.067397, 0.118624, 0.192322, 0.270789, 0.330726, 0.428294, 0.503759, 0.558121, 0.612568, 0.679228, 0.722931, 0.740399, 0.758501, 0.775141, 0.792133, 0.810321, 0.824771, 0.839457, 0.994281, 0.000000, 
0.054723, 0.122782, 0.187848, 0.247746, 0.319869, 0.402577, 0.485390, 0.550665, 0.628878, 0.662587, 0.682621, 0.701929, 0.720283, 0.739049, 0.758377, 0.775248, 0.791805, 0.808036, 0.993642, 0.000000, 
0.052011, 0.108554, 0.165469, 0.235234, 0.324103, 0.441801, 0.534667, 0.600338, 0.659454, 0.715576, 0.730800, 0.748694, 0.764361, 0.780065, 0.796794, 0.812542, 0.826239, 0.839980, 0.994530, 0.000000, 
0.032219, 0.068143, 0.108510, 0.150479, 0.212875, 0.285539, 0.367248, 0.470372, 0.508117, 0.518559, 0.526802, 0.535861, 0.963055, 0.972790, 0.980845, 0.984346, 0.987643, 0.990783, 0.996436, 0.000000, 
0.027530, 0.055189, 0.087331, 0.117887, 0.148168, 0.181459, 0.220981, 0.263271, 0.310513, 0.360701, 0.414482, 0.480595, 0.510601, 0.522027, 0.967194, 0.975125, 0.984091, 0.988185, 0.993510, 0.000000, 
0.049992, 0.085331, 0.113667, 0.141747, 0.167761, 0.195346, 0.223877, 0.256316, 0.288461, 0.319833, 0.351565, 0.423694, 0.503840, 0.534377, 0.579304, 0.630183, 0.701567, 0.773891, 0.991952, 0.000000, 
0.027086, 0.052723, 0.077472, 0.099065, 0.120214, 0.141167, 0.163017, 0.184329, 0.206522, 0.230562, 0.256199, 0.282288, 0.311393, 0.342547, 0.401309, 0.467038, 0.532284, 0.632432, 0.768277, 0.000000, 
0.032172, 0.063706, 0.096432, 0.129681, 0.162114, 0.198462, 0.236869, 0.274161, 0.312179, 0.346945, 0.383108, 0.419998, 0.462900, 0.510144, 0.555526, 0.599237, 0.655114, 0.738042, 0.986528, 0.000000, 
0.060751, 0.113200, 0.159932, 0.216772, 0.270021, 0.336409, 0.407176, 0.495495, 0.530530, 0.566205, 0.604441, 0.648189, 0.656319, 0.665054, 0.977371, 0.984415, 0.989172, 0.992019, 0.995666, 0.000000, 
0.026377, 0.050426, 0.076431, 0.100480, 0.127228, 0.151207, 0.177872, 0.203512, 0.227659, 0.254527, 0.282496, 0.313320, 0.346542, 0.380086, 0.417320, 0.451713, 0.485118, 0.645035, 0.792280, 0.000000, 
0.026242, 0.052216, 0.078034, 0.102719, 0.128138, 0.153597, 0.178445, 0.200944, 0.221813, 0.243513, 0.268295, 0.292532, 0.318538, 0.348825, 0.403503, 0.466532, 0.629703, 0.748153, 0.988053, 0.000000, 
0.045889, 0.077593, 0.105012, 0.145819, 0.189579, 0.232523, 0.276359, 0.318557, 0.363954, 0.415400, 0.480301, 0.555526, 0.640508, 0.683453, 0.736706, 0.748108, 0.984848, 0.991364, 0.994901, 0.000000, 
0.030167, 0.062810, 0.091617, 0.128619, 0.158304, 0.187023, 0.220893, 0.255284, 0.285728, 0.315081, 0.347067, 0.375787, 0.416205, 0.453349, 0.486079, 0.580607, 0.702653, 0.764823, 0.991924, 0.000000, 
0.086661, 0.177918, 0.255741, 0.353174, 0.397775, 0.442885, 0.495540, 0.520058, 0.540248, 0.560835, 0.581200, 0.599602, 0.625399, 0.649283, 0.670413, 0.724342, 0.807585, 0.850078, 0.994800, 0.000000, 
0.020638, 0.045827, 0.079414, 0.123560, 0.184011, 0.222941, 0.254389, 0.280627, 0.311046, 0.342427, 0.374659, 0.410254, 0.447150, 0.481043, 0.517309, 0.558305, 0.643732, 0.774428, 0.988944, 0.000000, 
0.059845, 0.133597, 0.196812, 0.244473, 0.284793, 0.329595, 0.377458, 0.421742, 0.477635, 0.513438, 0.533592, 0.554763, 0.579833, 0.604207, 0.629776, 0.740354, 0.795836, 0.826076, 0.994407, 0.000000, 
0.034654, 0.060049, 0.105598, 0.170594, 0.226533, 0.274605, 0.317324, 0.388723, 0.475497, 0.513313, 0.532587, 0.555460, 0.578241, 0.600363, 0.653965, 0.747764, 0.807388, 0.987062, 0.994592, 0.000000, 
0.025729, 0.053966, 0.083662, 0.117970, 0.155428, 0.192755, 0.229544, 0.271859, 0.319073, 0.377890, 0.439445, 0.511567, 0.584835, 0.608737, 0.638340, 0.665304, 0.772602, 0.839548, 0.993908, 0.000000, 
0.016130, 0.032261, 0.052018, 0.072963, 0.104796, 0.150682, 0.210311, 0.274910, 0.353030, 0.419776, 0.489001, 0.568610, 0.644327, 0.687125, 0.737398, 0.746977, 0.985084, 0.991387, 0.994911, 0.000000, 
0.032421, 0.064223, 0.096530, 0.129018, 0.161800, 0.198465, 0.237425, 0.279283, 0.322214, 0.367325, 0.415567, 0.461891, 0.508199, 0.583422, 0.666828, 0.760172, 0.817861, 0.848704, 0.995044, 0.000000, 
0.021664, 0.043894, 0.072239, 0.100562, 0.142063, 0.187147, 0.234070, 0.274831, 0.316344, 0.358712, 0.403808, 0.452696, 0.520866, 0.578343, 0.645300, 0.658120, 0.979862, 0.988405, 0.993191, 0.000000, 
0.017222, 0.032476, 0.052057, 0.073352, 0.100433, 0.128986, 0.157510, 0.185582, 0.214361, 0.254321, 0.294701, 0.333278, 0.384810, 0.441631, 0.486640, 0.545700, 0.968321, 0.983364, 0.990337, 0.000000, 
0.015679, 0.031670, 0.048882, 0.068389, 0.087354, 0.104857, 0.121999, 0.141085, 0.164439, 0.189937, 0.214764, 0.240322, 0.269296, 0.318890, 0.417495, 0.529596, 0.598736, 0.685469, 0.985082, 0.000000, 
0.051266, 0.130697, 0.205700, 0.291810, 0.350771, 0.422593, 0.490373, 0.510887, 0.522997, 0.535456, 0.549346, 0.569327, 0.604606, 0.658287, 0.712758, 0.745370, 0.784667, 0.818141, 0.993774, 0.000000, 
0.020965, 0.045752, 0.078333, 0.134076, 0.228344, 0.320819, 0.409162, 0.502577, 0.514765, 0.527949, 0.542217, 0.561924, 0.597978, 0.652501, 0.707721, 0.740930, 0.780906, 0.814918, 0.993644, 0.000000, 
0.035281, 0.074730, 0.110933, 0.146746, 0.179975, 0.215729, 0.252166, 0.291336, 0.329097, 0.368897, 0.406029, 0.452576, 0.501844, 0.523546, 0.561950, 0.642402, 0.711612, 0.771744, 0.988441, 0.000000, 
0.034680, 0.062680, 0.088348, 0.114717, 0.142121, 0.187347, 0.236482, 0.298347, 0.383416, 0.476813, 0.561286, 0.588409, 0.614287, 0.648941, 0.684585, 0.725016, 0.742654, 0.986929, 0.993750, 0.000000, 
0.037190, 0.080873, 0.140811, 0.216039, 0.328618, 0.415892, 0.505880, 0.538059, 0.574004, 0.627948, 0.689979, 0.742308, 0.758728, 0.778138, 0.801767, 0.822239, 0.844164, 0.991173, 0.996016, 0.000000, 
0.022098, 0.044088, 0.070439, 0.104784, 0.151289, 0.192437, 0.238597, 0.290164, 0.336113, 0.386946, 0.431487, 0.490551, 0.587328, 0.681299, 0.710123, 0.745113, 0.781971, 0.812867, 0.993835, 0.000000, 
0.024771, 0.044482, 0.068201, 0.090282, 0.118818, 0.150056, 0.183687, 0.228224, 0.284610, 0.354495, 0.455651, 0.518160, 0.556043, 0.595210, 0.627212, 0.666733, 0.977499, 0.988140, 0.993013, 0.000000, 
0.042174, 0.091521, 0.152959, 0.223473, 0.283721, 0.337913, 0.405727, 0.469196, 0.522452, 0.547583, 0.577834, 0.605440, 0.631399, 0.669780, 0.683201, 0.977792, 0.984199, 0.990787, 0.994740, 0.000000, 
0.031678, 0.063096, 0.093893, 0.116443, 0.141106, 0.166227, 0.203920, 0.253830, 0.291531, 0.316015, 0.347241, 0.386527, 0.438652, 0.497548, 0.602360, 0.682985, 0.732887, 0.778181, 0.992162, 0.000000, 
0.040376, 0.076041, 0.108451, 0.135634, 0.158998, 0.183537, 0.210548, 0.238279, 0.265634, 0.295133, 0.325540, 0.358889, 0.393959, 0.429562, 0.470876, 0.520031, 0.960736, 0.980876, 0.989124, 0.000000, 
0.023316, 0.050508, 0.075690, 0.102912, 0.142942, 0.187602, 0.227510, 0.274835, 0.332326, 0.396654, 0.488776, 0.538850, 0.574479, 0.602356, 0.632974, 0.665847, 0.704872, 0.747864, 0.986933, 0.000000, 
0.027287, 0.057346, 0.086712, 0.115949, 0.147688, 0.184816, 0.225984, 0.273298, 0.321702, 0.373839, 0.433263, 0.503682, 0.531932, 0.558180, 0.588687, 0.616065, 0.974252, 0.986427, 0.991956, 0.000000, 
0.033400, 0.076140, 0.119669, 0.165707, 0.213799, 0.261330, 0.311441, 0.351039, 0.397027, 0.434479, 0.475129, 0.510143, 0.548277, 0.597279, 0.653019, 0.724987, 0.755253, 0.787295, 0.992487, 0.000000, 
0.019252, 0.047172, 0.077623, 0.110244, 0.151234, 0.192541, 0.232116, 0.268303, 0.304033, 0.335155, 0.387149, 0.438091, 0.494219, 0.557384, 0.639169, 0.669584, 0.704485, 0.977964, 0.991752, 0.000000, 
0.060272, 0.088088, 0.112407, 0.136943, 0.159726, 0.185241, 0.216223, 0.253249, 0.282694, 0.317595, 0.353455, 0.394503, 0.449041, 0.528362, 0.605549, 0.638995, 0.683313, 0.978981, 0.991120, 0.000000, 
0.030538, 0.047518, 0.065020, 0.083784, 0.099268, 0.117260, 0.137209, 0.170708, 0.214112, 0.270693, 0.331777, 0.400678, 0.500023, 0.541830, 0.597912, 0.683324, 0.726619, 0.764895, 0.991545, 0.000000, 
0.026121, 0.058403, 0.099115, 0.141975, 0.181471, 0.223715, 0.265830, 0.314178, 0.358762, 0.396326, 0.435521, 0.480206, 0.550975, 0.589318, 0.645911, 0.723035, 0.752662, 0.785517, 0.992378, 0.000000, 
0.033263, 0.057596, 0.086617, 0.119320, 0.155167, 0.199328, 0.241441, 0.284710, 0.327041, 0.374162, 0.420827, 0.481133, 0.555298, 0.583095, 0.612939, 0.649210, 0.665527, 0.986004, 0.992042, 0.000000, 
0.038072, 0.071754, 0.133590, 0.218561, 0.285274, 0.336716, 0.385775, 0.431192, 0.475986, 0.523631, 0.568244, 0.622793, 0.647027, 0.668257, 0.689813, 0.712478, 0.980596, 0.989777, 0.993956, 0.000000, 
0.033273, 0.073518, 0.106600, 0.147948, 0.188404, 0.227798, 0.263345, 0.302248, 0.338466, 0.378712, 0.413908, 0.456208, 0.500100, 0.568980, 0.626538, 0.657987, 0.694957, 0.980073, 0.991835, 0.000000, 
0.048361, 0.098735, 0.160006, 0.223618, 0.289900, 0.358139, 0.431164, 0.507370, 0.536583, 0.563910, 0.592666, 0.622426, 0.650240, 0.683113, 0.727169, 0.773220, 0.797410, 0.820675, 0.994083, 0.000000, 
0.059143, 0.158410, 0.243554, 0.333161, 0.427860, 0.508466, 0.533333, 0.556317, 0.580957, 0.605523, 0.630193, 0.655147, 0.683223, 0.721709, 0.765558, 0.786412, 0.811206, 0.987508, 0.994748, 0.000000, 
0.023628, 0.043799, 0.065958, 0.100247, 0.136858, 0.175330, 0.210889, 0.248576, 0.292668, 0.349951, 0.414815, 0.472790, 0.525122, 0.569589, 0.631347, 0.691661, 0.723713, 0.754938, 0.991926, 0.000000, 
0.032049, 0.065122, 0.100267, 0.135518, 0.171473, 0.207120, 0.247558, 0.289356, 0.333438, 0.378560, 0.421771, 0.479718, 0.541972, 0.602156, 0.645120, 0.703180, 0.758567, 0.794924, 0.992308, 0.000000, 
0.032335, 0.067132, 0.108935, 0.155712, 0.213335, 0.273878, 0.335938, 0.397304, 0.466507, 0.524408, 0.554761, 0.586786, 0.633065, 0.687696, 0.709894, 0.732532, 0.757070, 0.986308, 0.993827, 0.000000, 
0.027542, 0.048799, 0.073684, 0.101507, 0.130391, 0.154796, 0.181703, 0.210451, 0.239798, 0.276744, 0.312339, 0.355779, 0.403417, 0.463435, 0.531723, 0.615636, 0.677613, 0.724662, 0.989888, 0.000000, 
0.044119, 0.084731, 0.127061, 0.170371, 0.218305, 0.264112, 0.305297, 0.349845, 0.395718, 0.439650, 0.483132, 0.522421, 0.561766, 0.612412, 0.660775, 0.726312, 0.755890, 0.787127, 0.992658, 0.000000, 
0.023761, 0.046113, 0.068513, 0.094927, 0.120377, 0.150566, 0.176749, 0.205412, 0.232532, 0.263154, 0.297213, 0.332140, 0.368708, 0.410043, 0.454245, 0.508763, 0.627403, 0.682732, 0.983699, 0.000000, 
0.039559, 0.082493, 0.123619, 0.160340, 0.196798, 0.238516, 0.279730, 0.325348, 0.369620, 0.413956, 0.462885, 0.514607, 0.578537, 0.605264, 0.631027, 0.664800, 0.973120, 0.987453, 0.992516, 0.000000, 
0.034310, 0.065261, 0.098659, 0.138622, 0.192337, 0.274405, 0.379946, 0.508986, 0.526249, 0.543575, 0.561054, 0.580572, 0.608583, 0.619674, 0.968985, 0.978263, 0.986527, 0.990253, 0.994322, 0.000000, 
0.014466, 0.032203, 0.048800, 0.069927, 0.096019, 0.122713, 0.154280, 0.188472, 0.226015, 0.267324, 0.314228, 0.368562, 0.416599, 0.464072, 0.516684, 0.621581, 0.755303, 0.793510, 0.990720, 0.000000, 
0.021308, 0.043524, 0.062785, 0.085890, 0.112553, 0.139857, 0.171311, 0.210139, 0.252458, 0.301777, 0.352731, 0.407023, 0.467685, 0.622843, 0.654766, 0.682051, 0.712434, 0.983503, 0.992588, 0.000000, 
0.027199, 0.053319, 0.083380, 0.112367, 0.139582, 0.167141, 0.196722, 0.228451, 0.262272, 0.294088, 0.334958, 0.377849, 0.412647, 0.449799, 0.487300, 0.536792, 0.618564, 0.751742, 0.835230, 0.000000, 
0.042507, 0.078933, 0.120354, 0.161535, 0.202845, 0.244283, 0.291887, 0.335728, 0.378483, 0.426498, 0.479439, 0.532868, 0.660286, 0.686364, 0.707762, 0.736021, 0.749440, 0.988052, 0.993987, 0.000000, 
0.046676, 0.076759, 0.106112, 0.134243, 0.160949, 0.189674, 0.221521, 0.253758, 0.286861, 0.315331, 0.343378, 0.373070, 0.405070, 0.433744, 0.463453, 0.495707, 0.966863, 0.982677, 0.989480, 0.000000, 
0.044751, 0.100500, 0.153979, 0.220395, 0.284579, 0.356847, 0.415873, 0.487000, 0.592964, 0.619072, 0.647769, 0.670243, 0.691978, 0.716116, 0.740089, 0.762455, 0.785324, 0.808876, 0.993395, 0.000000, 
0.043162, 0.092583, 0.149792, 0.197109, 0.249058, 0.293575, 0.340142, 0.382510, 0.425414, 0.462908, 0.505131, 0.548006, 0.589003, 0.621191, 0.655302, 0.691531, 0.725528, 0.759691, 0.988292, 0.000000, 
0.053468, 0.113871, 0.172492, 0.228129, 0.281028, 0.337953, 0.391196, 0.447916, 0.502619, 0.527298, 0.552695, 0.574400, 0.596417, 0.619539, 0.641695, 0.664377, 0.685953, 0.986861, 0.992529, 0.000000, 
